bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,genre,description,book_type,popularity_level,target_age_group,mood,title_clean,title_lower,author_clean
18772,Beyond the Post-Modern Mind: The Place of Meaning in a Global Civilization,Huston Smith,4.24,835608301,9780840000000.0,English (US),295,69.0,9,25-07-2003,Quest Books,"History, Non-fiction","Events unfold against a backdrop of conflict or historical change, where power, survival, and loyalty become difficult to balance. Rather than focusing only on events, the book invites the reader to reflect on choices, habits, and perspectives that influence real life. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,Beyond the Post-Modern Mind: The Place of Meaning in a Global Civilization,beyond the post-modern mind: the place of meaning in a global civilization,hustonsmith
18789,Sanctuary,William Faulkner,3.64,679748148,9780680000000.0,English,317,9336.0,544,06-12-1993,Vintage,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Very High,All Ages,Happy,Sanctuary,sanctuary,williamfaulkner
18790,The Portable Faulkner,William Faulkner,4.29,14243728,9780140000000.0,English,650,776.0,22,25-02-2003,Penguin Books,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy,The Portable Faulkner,the portable faulkner,williamfaulkner
18792,One Matchless Time: A Life of William Faulkner,Jay Parini,3.97,60935553,9780060000000.0,English (US),528,193.0,34,14-06-2005,Harper Perennial,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Biography,Medium,All Ages,Happy,One Matchless Time: A Life of William Faulkner,one matchless time: a life of william faulkner,jayparini
18795,The Guermantes Way (In Search of Lost Time  #3),Marcel Proust,4.3,375752331,9780380000000.0,English,834,451.0,80,03-11-1998,The Modern Library New York,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy,The Guermantes Way (In Search of Lost Time  #3),the guermantes way (in search of lost time  #3),marcelproust
18798,The Guermantes Way  (In Search of Lost Time  #3),Marcel Proust,4.3,143039229,9780140000000.0,English,619,4345.0,246,31-05-2005,Penguin Classics,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy,The Guermantes Way  (In Search of Lost Time  #3),the guermantes way  (in search of lost time  #3),marcelproust
18799,Sodom and Gomorrah (In Search of Lost Time  #4),Marcel Proust,4.35,143039318,9780140000000.0,English,557,3243.0,172,01-11-2005,Penguin Classics,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy,Sodom and Gomorrah (In Search of Lost Time  #4),sodom and gomorrah (in search of lost time  #4),marcelproust
18800,In Search of Lost Time  Vol. 2: Within a Budding Grove  Part 2 & The Guermantes' Way,Marcel Proust,4.57,1841598976,9781840000000.0,English,888,48.0,1,29-06-2001,Everyman's Library,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Low,All Ages,Happy,In Search of Lost Time  Vol. 2: Within a Budding Grove  Part 2 & The Guermantes' Way,in search of lost time  vol. 2: within a budding grove  part 2 & the guermantes' way,marcelproust
18801,The Captive & The Fugitive (In Search of Lost Time  #5-6),Marcel Proust,4.39,375753117,9780380000000.0,English,957,1924.0,143,16-02-1999,Modern Library,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,High,All Ages,Happy,The Captive & The Fugitive (In Search of Lost Time  #5-6),the captive & the fugitive (in search of lost time  #5-6),marcelproust
18802,Finding Time Again (In Search of Lost Time #7),Marcel Proust,4.49,141180366,9780140000000.0,English,374,181.0,43,02-10-2003,Penguin,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy,Finding Time Again (In Search of Lost Time #7),finding time again (in search of lost time #7),marcelproust
18803,The Way by Swann’s  (In Search of Lost Time #1),Marcel Proust,4.14,141180315,9780140000000.0,English,489,318.0,52,02-10-2003,Penguin Classics,Fiction,"The narrative follows characters whose choices gradually reveal deeper patterns beneath ordinary situations. Across the course of the book, the characters face inner and outer challenges that reshape their understanding of themselves and the world around them. Themes of change, responsibility, and connection run throughout the plot, giving the story both intimate moments and larger ideas to think about.",Novel,Medium,All Ages,Happy,The Way by Swann’s  (In Search of Lost Time #1),the way by swann’s  (in search of lost time #1),marcelproust
